Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,category
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_1_0.png,Soccer ball,NA,NA,NA,No,No,No,NA,520,130,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,None,None,Yes,Sports,Does not play music,No lighting,For sale,FtrBall_Remake_1_0,1_0,2010,Tps4AsF9ZaDrhn2CN,miscellaneous
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_2_0.png,Volleyball,NA,NA,NA,No,No,No,NA,520,130,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,None,None,Yes,Sports,Does not play music,No lighting,For sale,FtrBall_Remake_2_0,2_0,2010,6Jr79mcuZsGGPJjK8,miscellaneous
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_3_0.png,Dodgeball,NA,NA,NA,No,No,No,NA,520,130,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,None,None,Yes,Sports,Does not play music,No lighting,For sale,FtrBall_Remake_3_0,3_0,2010,7FFD7gshDsb7mmB2X,miscellaneous
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,880,Green,Beige,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBambooCandle_Remake_0_0,0_0,3554,WzyJkmGQKPRk7xyv9,miscellaneous
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,880,Yellow,Beige,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBambooCandle_Remake_1_0,1_0,3554,yNHBsocxFskBwynvR,miscellaneous
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,880,Brown,Beige,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBambooCandle_Remake_2_0,2_0,3554,7xMibNQTXMWZvPWGR,miscellaneous
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,720,Green,Pink,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrBamboodrum_Remake_0_0,0_0,4093,gg3aBipuGNFEeuyQb,miscellaneous
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,720,Yellow,Orange,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrBamboodrum_Remake_1_0,1_0,4093,Pexz4E7q8zEQMgyK6,miscellaneous
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,720,Brown,Light blue,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrBamboodrum_Remake_2_0,2_0,4093,XAEk7jqLzW3yD58sp,miscellaneous
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,640,Green,Colorful,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Dining,Does not play music,No lighting,Not for sale,FtrBambooLunch_Remake_0_0,0_0,5978,XTFhsR3P4ybuZhc3d,miscellaneous
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,640,Yellow,Colorful,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Dining,Does not play music,No lighting,Not for sale,FtrBambooLunch_Remake_1_0,1_0,5978,6AMme4wZdRJtrLuTj,miscellaneous
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,640,Brown,Colorful,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Dining,Does not play music,No lighting,Not for sale,FtrBambooLunch_Remake_2_0,2_0,5978,sS2JrzYMRLDbsNAxB,miscellaneous
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,Green,Blue,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Toy,Does not play music,No lighting,Not for sale,FtrBambooBall_Remake_0_0,0_0,5976,MyMNc3DYkCywyNQfd,miscellaneous
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,Yellow,Purple,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Toy,Does not play music,No lighting,Not for sale,FtrBambooBall_Remake_1_0,1_0,5976,ZPTZa8nL2qZzec7Mn,miscellaneous
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,Brown,White,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Toy,Does not play music,No lighting,Not for sale,FtrBambooBall_Remake_2_0,2_0,5976,5uyxDdyRak9EPGhur,miscellaneous
bamboo-shoot lamp,https://acnhcdn.com/latest/FtrIcon/FtrBambooshootLamp.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4900,Brown,Beige,1x1,Crafting,Spring seasonal DIY using bamboo (from bamboo trees),1.0.0,zen-style,None,bamboo,None,Yes,Lamp,Does not play music,Fluorescent,Not for sale,FtrBambooshootLamp,NA,5977,9j4wh3muQeG6F8Kz2,miscellaneous
barred knifejaw model,https://acnhcdn.com/latest/FtrIcon/FtrFishIshidaiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,15000,White,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishIshidaiToy,NA,6959,T9JBnkxBRJenY33Bg,miscellaneous
barreleye model,https://acnhcdn.com/latest/FtrIcon/FtrFishDemenigisuToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,45000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishDemenigisuToy,NA,6943,3Gucpfk3GP7mTsQtJ,miscellaneous
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_0_0.png,Colorful,NA,NA,NA,No,No,No,NA,430,107,Colorful,Colorful,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Seaside,Does not play music,No lighting,For sale,FtrBeachball_Remake_0_0,0_0,9584,hduZB4RhQNp75i9W9,miscellaneous
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,430,107,Blue,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Seaside,Does not play music,No lighting,For sale,FtrBeachball_Remake_1_0,1_0,9584,S76AqteAK5wCK3EaK,miscellaneous
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,430,107,Red,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Seaside,Does not play music,No lighting,For sale,FtrBeachball_Remake_2_0,2_0,9584,AAmKMRwJtXLZ7Q5gY,miscellaneous
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_3_0.png,Watermelon,NA,NA,NA,No,No,No,NA,430,107,Green,Black,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Seaside,Does not play music,No lighting,For sale,FtrBeachball_Remake_3_0,3_0,9584,9Fr5G7gEkpJuvAfxp,miscellaneous
bell cricket model,https://acnhcdn.com/latest/FtrIcon/FtrInsectSuzumushiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1290,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectSuzumushiToy,NA,7096,apSjqHeXMQqunDq68,miscellaneous
betta model,https://acnhcdn.com/latest/FtrIcon/FtrFishBetaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,7500,Light blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishBetaToy,NA,6937,6QbtWer62rhvhMTE5,miscellaneous
bingo wheel,https://acnhcdn.com/latest/FtrIcon/FtrBingo.png,NA,NA,NA,NA,No,No,No,NA,1000,250,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,party,None,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrBingo,NA,864,atdJftYHmjRyrZctD,miscellaneous
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_0_0.png,Whipped-cream topping,Variation,NA,NA,No,Yes,No,1,NFS,100,White,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Seasonal Decor,Does not play music,Candle,Not for sale,FtrBirthdayCake_Remake_0_0,0_0,3592,QGv7TucCMZbT9GAgb,miscellaneous
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_1_0.png,Chocolate buttercream,Variation,NA,NA,No,Yes,No,1,NFS,100,Brown,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Seasonal Decor,Does not play music,Candle,Not for sale,FtrBirthdayCake_Remake_1_0,1_0,3592,a5kQSAhzKMNd49to5,miscellaneous
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_2_0.png,Strawberry buttercream,Variation,NA,NA,No,Yes,No,1,NFS,100,Pink,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Seasonal Decor,Does not play music,Candle,Not for sale,FtrBirthdayCake_Remake_2_0,2_0,3592,Du5mKiJzoveS4wgwm,miscellaneous
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_0_0.png,Colorful,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_0_0,0_0,3591,8pMxBykz4fEvwHhmu,miscellaneous
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_1_0.png,Pink,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Pink,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_1_0,1_0,3591,9wmjv2pwBf4hK6EsK,miscellaneous
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_2_0.png,Blue,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Blue,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_2_0,2_0,3591,MDFyHoCvmAegjhDYS,miscellaneous
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_3_0.png,Green,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Green,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_3_0,3_0,3591,Z2prrYjqsQZJeNKeM,miscellaneous
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_4_0.png,Orange,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Orange,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_4_0,4_0,3591,ZBfb7tSgjSYvhbL2g,miscellaneous
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_5_0.png,Gorgeous,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Black,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_5_0,5_0,3591,dgxjSdNfTJaixZT92,miscellaneous
bitterling model,https://acnhcdn.com/latest/FtrIcon/FtrFishTanagoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2700,Light blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishTanagoToy,NA,6931,wuQsW98QWyCPrKT2M,miscellaneous
black bass model,https://acnhcdn.com/latest/FtrIcon/FtrFishBlackbassToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Green,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishBlackbassToy,NA,6938,Gso4EevDL7KsjgPx2,miscellaneous
blowfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishFuguToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,15000,Beige,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishFuguToy,NA,6951,oTX5PGr3f57ch9B8a,miscellaneous
blue marlin model,https://acnhcdn.com/latest/FtrIcon/FtrFishKajikiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,30000,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishKajikiToy,NA,6963,2eFAcmTSuPsQhKnka,miscellaneous
blue weevil beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHousekizoumushiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2400,Green,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectHousekizoumushiToy,NA,7118,XTn7faXJPnav4qMti,miscellaneous
bluegill model,https://acnhcdn.com/latest/FtrIcon/FtrFishBlueguillToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,540,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishBlueguillToy,NA,6939,jvNKXHzJPBLggXCbF,miscellaneous
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_0_0.png,Simple path game,NA,NA,NA,No,No,No,NA,1300,325,Green,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrBoardgame_Remake_0_0,0_0,7599,ftczygdJQ4xWzN2fP,miscellaneous
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_1_0.png,Territory game,NA,NA,NA,No,No,No,NA,1300,325,Orange,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrBoardgame_Remake_1_0,1_0,7599,WuskmRMXubtrfBquq,miscellaneous
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_2_0.png,Kids' game,NA,NA,NA,No,No,No,NA,1300,325,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrBoardgame_Remake_2_0,2_0,7599,twTqZXghtkuCxmNu4,miscellaneous
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_0_0.png,Western literature,NA,NA,NA,No,No,No,NA,290,72,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookOpened_Remake_0_0,0_0,3582,NjTf5TNrF5By3PyBN,miscellaneous
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_1_0.png,Japanese literature,NA,NA,NA,No,No,No,NA,290,72,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookOpened_Remake_1_0,1_0,3582,ioqMDRcZznW9Xe856,miscellaneous
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_2_0.png,Encyclopedia,NA,NA,NA,No,No,No,NA,290,72,White,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookOpened_Remake_2_0,2_0,3582,i7xJZokE4LJ5HZxf4,miscellaneous
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_3_0.png,Textbook,NA,NA,NA,No,No,No,NA,290,72,White,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookOpened_Remake_3_0,3_0,3582,ZDNwaSDDfoCPtQbsA,miscellaneous
book stands,https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_0_0.png,Colorful,NA,NA,NA,No,No,No,NA,1100,275,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookstand_Remake_0_0,0_0,870,cP2tnipAuTBsNWgGR,miscellaneous
book stands,https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,1100,275,Blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookstand_Remake_1_0,1_0,870,mHCeLAyB66qW2ydud,miscellaneous
book stands,https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,1100,275,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookstand_Remake_2_0,2_0,870,FjCkGrMFMX4fNKamq,miscellaneous
book stands,https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_3_0.png,Pastel,NA,NA,NA,No,No,No,NA,1100,275,Pink,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrBookstand_Remake_3_0,3_0,870,24P3zZHJEDv36mF2a,miscellaneous
bottled ship,https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_0_0.png,Trading ship,NA,NA,NA,No,No,No,NA,1800,450,Light blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,Does not play music,No lighting,For sale,FtrBottleship_Remake_0_0,0_0,683,aXnyQZbwg76SzBQHa,miscellaneous
bottled ship,https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_1_0.png,Leisure boat,NA,NA,NA,No,No,No,NA,1800,450,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,Does not play music,No lighting,For sale,FtrBottleship_Remake_1_0,1_0,683,j2ApyozojYzK7Khri,miscellaneous
bottled ship,https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_2_0.png,Pirate ship,NA,NA,NA,No,No,No,NA,1800,450,Light blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,Does not play music,No lighting,For sale,FtrBottleship_Remake_2_0,2_0,683,9QojZZtJs3kCNXSXM,miscellaneous
brine-shrimp aquarium,https://acnhcdn.com/latest/FtrIcon/FtrArtemiaAquarium.png,NA,NA,NA,NA,No,No,No,NA,1400,350,Purple,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,child's room,None,None,Yes,Special Fish,Does not play music,No lighting,For sale,FtrArtemiaAquarium,NA,11283,WNBo7KaagynoiWHmT,miscellaneous
bronze bug trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyInsectBronz.png,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,Bug-Off,,1.0.0,expensive,None,None,None,No,Museum,Does not play music,No lighting,Not for sale,FtrTrophyInsectBronz,NA,1205,Lcw28JjoCnK455tB6,miscellaneous
bronze fish trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyFishBronz.png,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,Fishing Tourney,,1.0.0,expensive,None,None,None,No,Museum,Does not play music,No lighting,Not for sale,FtrTrophyFishBronz,NA,1202,QjFjDoKfGabSFRGx9,miscellaneous
bronze HHA trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyHhaBronze.png,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,HHA,,1.0.0,expensive,None,None,None,No,Museum,Does not play music,No lighting,Not for sale,FtrTrophyHhaBronze,NA,7098,F87oKJpdoQRAkaFaW,miscellaneous
brown cicada model,https://acnhcdn.com/latest/FtrIcon/FtrInsectAburazemiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,750,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectAburazemiToy,NA,7046,wjYSHsmJgrehZZWDw,miscellaneous
Bunny Day basket,https://acnhcdn.com/latest/FtrIcon/FtrEggBasket.png,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Colorful,Beige,1x1,Bunny Day,From Zipper after trading one of every egg (all 6 types) during Bunny Day.,1.1.0,fancy,None,Bunny Day,None,No,Easter,Does not play music,No lighting,Not for sale,FtrEggBasket,NA,12438,NfeT86ehRvW2dtd4v,miscellaneous
Bunny Day lamp,https://acnhcdn.com/latest/FtrIcon/FtrEggLamp.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Orange,Orange,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0,fancy,None,Bunny Day,None,Yes,Lamp,Does not play music,Fluorescent,Not for sale,FtrEggLamp,NA,12413,zhFHGB6w4uL4QjaCt,miscellaneous
butterfly fish model,https://acnhcdn.com/latest/FtrIcon/FtrFishChouchouuoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishChouchouuoToy,NA,6941,47ssmN3qnpt9bZaze,miscellaneous
camp stove,https://acnhcdn.com/latest/FtrIcon/FtrKocher_Remake_0_0.png,Yellow,NA,NA,NA,No,No,No,NA,1300,325,Yellow,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_0_0,0_0,889,f2oAZ3DFHBA54nsjT,miscellaneous
camp stove,https://acnhcdn.com/latest/FtrIcon/FtrKocher_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_1_0,1_0,889,NsuqM6fiYxvCWxXdu,miscellaneous
camp stove,https://acnhcdn.com/latest/FtrIcon/FtrKocher_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_2_0,2_0,889,X3EqPxiDm3dQgGfDK,miscellaneous
camp stove,https://acnhcdn.com/latest/FtrIcon/FtrKocher_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,1300,325,Green,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Does not play music,No lighting,For sale,FtrKocher_Remake_3_0,3_0,889,GJSzHBLmzK9CAtJNr,miscellaneous
